Name,Java code,nb lines,code size,class size,class files
wiki.GT.DrussiousGT_1.0.jar,Yes,4218,19748,112197,33
suh.nano.Probot01C_1.00.jar,Yes,46,194,1710,1
ags.Midboss_1q.fast.jar,No,0,26429,211716,89
nat.BlackHole_2.0alpha.jar,No,0,8376,52970,18
zyx.nano.Ant_1.0.jar,Yes,50,249,2304,1
mmb.Roskilde_0.4.jar,No,0,4188,24596,7
ph.micro.Pikeman_0.4.3.jar,Yes,114,741,5169,2
voidious.Dookious_1.441.jar,Yes,5117,21789,154830,68
lrem.quickhack.QuickHack_1.0.jar,No,0,3915,13910,2
ejb.Polaris_1.0.jar,Yes,112,688,3929,1
voidious.Dookious_0.90.jar,Yes,6699,28145,142009,27
vft.Hrist_1.0.jar,No,0,324,2448,1
jk.melee.Neuromancer_3.8.jar,Yes,3196,18330,65052,24
tjk.deBroglie_rev0061.jar,Yes,5600,21998,125881,36
kms.Royal_0.15M.jar,Yes,278,670,6007,1
aaa.ScalarBot_0.012g5.jar,No,0,31418,251336,94
kc.micro.WaveShark_0.311.jar,Yes,270,746,7157,2
aw.GreatWolf_1.2.jar,No,0,10058,38822,4
suh.nano.TargetH_1.00.jar,Yes,29,82,1219,1
lrem.Spectre_0.4.4.jar,No,0,3488,17494,6
synapse.Geomancy_3.jar,No,0,9944,55664,19
abc.Shadow_3.82b.jar,No,0,30031,85484,32
voidious.mini.BrokenSword_1.103.jar,Yes,296,1398,8527,3
mn.CombatTeam_3.17.0.jar,No,0,27434,88527,0
qualidafial.MajorDick_1.0.jar,Yes,48,170,1629,1
jk.Waylander_0.1.15.jar,Yes,164,737,3467,1
arthord.NanoSatan_Mu.jar,Yes,59,243,2007,1
gh.micro.Griezel_0.1.jar,Yes,259,748,4730,2
drd.Dreadknoght_0.9.jar,No,0,76,1028,1
aw.Gilgalad_1.91.jar,Yes,13316,53784,251859,50
voidious.micro.Jen_1.04.jar,Yes,192,748,4655,2
jk.mega.DrussGT_3.1.3DC.jar,Yes,7784,56970,155071,42
jam.mini.Raiko_0.43.jar,Yes,222,1294,8070,2
ntc.Evader_1.0.jar,Yes,118,789,5134,2
stelo.Randomness_1.1.jar,Yes,340,1520,12182,4
spinnercat.Kitten_1.6.jar,No,0,249,2870,1
dz.GalbaMicro_0.11.jar,Yes,320,748,4002,2
wompi.Kowari_1.1.jar,No,0,242,2459,1
repositorio.NanoStep_1.0.jar,Yes,41,246,1984,1
trm.Wrekt_1.1.6.e.jar,No,0,12338,50602,26
deith.Czolgzilla_0.11.jar,No,0,9381,37354,6
cb.mega.Firestarter_1.7.jar,No,0,14915,44724,23
darkcanuck.Pris_0.82.jar,No,0,32805,114262,58
tex.Longbot_0.2.jar,No,0,2366,20527,14
lxx.Tomcat_3.63.jar,No,0,42092,368233,155
ds.Versatile_RB1.0b6.jar,No,0,15936,142617,74
eem.EvBot_v4.5.15.jar,No,0,33240,163382,38
nat.BlackHole_0.1.05.jar,Yes,2757,10884,74528,24
divineomega.DivineBot_1.5.6.jar,No,0,7296,40939,14
jk.mega.DrussGT_2.8.8.jar,Yes,8131,58387,139768,35
mn.Combat_2.1.0.jar,No,0,9740,36315,30
stordy.StordyBot_0.1.jar,No,0,3176,22041,8
cb.DeepThought_1.3.jar,No,0,4404,21349,6
eem.EvBotNG_v11.4.jar,Yes,11010,50497,278973,82
eem.EvBotNG_v5.0.jar,Yes,8774,38133,224942,72
gh.nano.Grofvuil_0.2.jar,Yes,104,249,2032,1
voidious.Dookious_1.531.jar,Yes,4841,19888,141441,61
chase.s2.Seraphim_2.0.9.jar,Yes,2583,13735,72010,18
kc.serpent.WaveSerpent_2.0.jar,Yes,3578,28907,104043,23
aaa.mega.Scalar_0.01c.jar,No,0,13404,119876,54
buba.Buba_0.3.jar,No,0,220,2238,1
jk.mega.DrussGT_2.9.3.jar,Yes,7612,56867,149529,41
fowl3628800.SitAndGo_1.0.0.jar,No,0,8472,63159,13
cb.mega.Firestarter_1.13a.jar,No,0,16541,48567,24
jk.mega.DrussGT_2.0.0b.jar,Yes,5245,34584,117823,28
mahrgell.mahrram_1.0.jar,No,0,497,4947,3
jk.melee.Neuromancer_1.3.jar,Yes,2959,17213,65097,23
voidious.mini.Komarious_1.83b.jar,Yes,347,1492,8384,2
jk.Waylander_0.2.1.jar,Yes,144,748,3241,1
fire219.cymba.Cymba_1.7.jar,Yes,132,613,3617,1
xander.cat.XanderCat_10.18.1.jar,Yes,13748,48639,446625,172
syl.Centipede_0.5.jar,No,0,10872,105079,51
donjezza.Muncho_1.0.jar,Yes,58,242,2170,1
romz.WildRabbit_0.91.jar,No,0,1430,9062,3
aw.Gilgalad_1.92.jar,Yes,13321,53782,251856,50
patson.PatsonTestBot_1.0.jar,Yes,981,5192,36722,12
conscience.Electron_1.4.jar,No,0,247,1780,1
unarmedlad.nano.VirginSteele_2.2.jar,No,0,241,2035,1
voidious.Diamond_1.7.8.jar,Yes,10506,49042,371012,101
voidious.mini.Komarious_1.732.jar,Yes,350,1492,8060,2
sanja.First_0.1.jar,No,0,362,2721,1
lxx.Tomcat_3.64a.jar,No,0,42436,372185,156
pa3k.Viper_3.31.jar,No,0,27134,173408,61
sp.Nanos.Ember_1.1.jar,No,0,231,1990,1
genprog.Zafaran_1.0.jar,Yes,44,202,1605,1
wiki.etc.RandomMovementBot_1.0.jar,Yes,91,403,3567,1
nexus.Two_0.1.jar,No,0,1664,5011,1
aaa.ScalarBot_0.012n1.14b.jar,No,0,53931,429734,163
dsekercioglu.neural.Oculus_1.3.5.jar,No,0,11318,79306,26
rsalesc.melee.Medina_0.3d.jar,No,0,45562,244442,215
jk.mega.DrussGT_0.3.11.jar,Yes,1384,6912,25411,7
scheronimus.ScheroBot_2.2.jar,No,0,330,2964,1
voidious.Diamond_1.7.22.jar,Yes,11234,50729,405545,107
voidious.team.LuminariousDuo_1.0.jar,Yes,416,1903,10602,5
rsalesc.mega.Knight_0.6.16.jar,No,0,47009,251451,210
tjk.deBroglie_rev0052.jar,Yes,4986,20637,117657,33
jk.mega.DrussGT_1.0.15.jar,Yes,3016,17106,68182,17
pa3k.Viper_4.27.jar,No,0,34244,171741,74
justin.DemonicRage_3.3b.jar,No,0,29423,170023,49
adt.Ar2_1.1.jar,Yes,770,3264,19190,7
jk.mega.DrussGT_0.9.5.jar,Yes,2811,15869,64061,16
rz.HawkOnFire_0.1.jar,No,0,749,5072,2
jwirde.Gort_2.0.jar,No,0,3515,35069,19
dsekercioglu.ColdBreath_1.9.jar,No,0,7942,49685,20
EE.LittleBig_1.0.jar,Yes,357,3129,11354,2
jk.Waylander_0.3.5.jar,Yes,195,748,3666,1
jbot.Rabbit2_1.1.jar,No,0,21337,125256,32
NG.LegatusLegionis_1.2.jar,Yes,38,147,1566,1
techdude.Class2C.Class2C_0.1.jar,No,0,9123,94670,38
rsalesc.melee.Monk_0.3.jar,No,0,35417,188612,165
rsalesc.melee.Monk_0.3.2b.jar,No,0,34145,178265,162
pez.nano.Icarus_0.3.jar,Yes,56,246,2188,1
suh.nano.Charge_1.02.jar,No,0,244,2130,1
voidious.Dookious_0.94.jar,Yes,6839,29063,144769,27
jk.mega.DrussGT_1.8.2.jar,Yes,5087,34036,115585,29
voidious.Diamond_1.8.24.jar,Yes,11382,49192,407094,107
cb.nano.Crystal_LA1.jar,No,0,224,2392,1
chicoryn.SFishBot_0.1a.jar,No,0,7490,56712,30
baal.nano.N_1.42.jar,Yes,36,244,1821,1
gh.GresSuffurd_0.3.23.jar,Yes,2472,12896,54080,5
bzdp.Pansy_2.1.jar,No,0,249,1890,1
dummy.micro.Sparrow_2.5.jar,Yes,319,749,4244,1
eem.EvBot_v4.5.5.jar,No,0,25856,125061,30
stefw.Tigger_0.0.23.jar,Yes,740,4412,16839,3
lrem.magic.TormentedAngel_Alpha.jar,No,0,1727,7676,2
oog.DolphinARTest_1.0.jar,Yes,181,1292,4732,1
voidious.Diamond_1.7.3.jar,Yes,9215,39479,281736,79
agrach.Dalek_1.0.jar,No,0,1215,5130,1
ags.Midboss_1r.jar,No,0,26502,210266,91
gh.micro.GrubbmThree_0.9g.jar,Yes,158,713,4404,1
barontrozo.BaronTrozo_1.7.jar,No,0,15968,79318,21
oog.micro.MagicD3_0.41.jar,No,0,747,4768,2
cjm.Chomsky_1.5.jar,Yes,876,4957,22225,7
tjk.deBroglie_rev0025.jar,Yes,3153,13624,79292,27
voidious.micro.Jen_1.10.jar,Yes,176,716,4536,2
aw.Gilgalad_1.95.jar,Yes,12865,52632,238736,46
jk.mega.DrussGT_2.4.14.jar,Yes,6324,45999,139988,31
dft.Freddie_1.2.jar,Yes,44,245,1803,1
sgs.DogManSPE_1.1.jar,No,0,4883,24936,12
cb.mega.Remedy_0.7.jar,No,0,26637,102001,42
jk.Waylander_0.1.5.jar,Yes,155,744,3455,1
jk.precise.Wintermute_0.3.jar,Yes,3068,16357,81251,27
rsalesc.mega.Knight_0.4.8.jar,No,0,42040,227596,194
pa3k.Viper_5.03.jar,No,0,35540,178246,76
gh.nano.GrofGroup_1.1.jar,Yes,105,242,1990,1
blir.nano.Bruce_R1.0.0.jar,No,0,177,1625,1
eem.IWillFireNoBullet_v1.9.jar,No,0,38700,247806,89
aaa.ScaledBot_0.01c.jar,No,0,12951,118369,61
simonton.nano.WeekendObsession_S_1.5.jar,Yes,231,249,2963,1
lazarecki.mega.PinkerStinker_0.4.jar,No,0,10378,107236,39
divineomega.DivineBot_1.6.jar,No,0,7829,47230,15
abc.Shadow_3.74h.jar,No,0,30967,86151,34
vStar.RAFzilla_2.10.jar,No,0,7862,43833,14
gf.Centaur.Centaur_0.6.6.jar,No,0,15676,128393,48
oog.nano.SavantWS_0.1.jar,No,0,248,2861,2
davidalves.net.DuelistNano_1.0.jar,Yes,72,245,1930,1
nat.micro.NP_prototype2.jar,Yes,182,539,4383,2
mae.Mae1_1.1.jar,Yes,58,125,1572,1
sheldor.nano.Foilist_2.0.0.jar,Yes,209,238,3232,1
cre.Karolos_0.3.jar,No,0,36718,140604,58
davidalves.PhoenixTeam_0.54.jar,No,0,22091,84720,50
lancel.Lynx_1.09.jar,Yes,1873,9287,44820,18
dz.OthoMicro_0.12.jar,Yes,124,747,3050,1
az.Ololobot_0.2.3.jar,No,0,8223,34127,11
jeremyreeder.Vincent_2011.12.09.jar,Yes,114,732,3226,1
cb.mega.Firestarter_1.12.jar,No,0,15365,46181,23
rsalesc.mega.Knight_0.6.11.jar,No,0,46935,250022,208
pa3k.Viper_4.19.jar,No,0,33345,169511,73
voidious.mini.Komarious_1.63.jar,Yes,365,1499,8004,2
jk.melee.Neuromancer_2.5.jar,Yes,3014,17435,61426,23
eem.EvBotNG_v3.6.jar,Yes,6976,29557,185849,61
voidious.mini.Komarious_1.861.jar,Yes,352,1472,8353,2
jk.melee.Neuromancer_4.8.jar,Yes,3487,19644,73133,24
abc.Shadow_3.79f.jar,No,0,27281,80839,32
nat.Samekh_0.1.jar,No,0,23153,93510,25
rsalesc.melee.Monk_0.3.6c.jar,No,0,44469,242297,215
cb.mega.RandomBot_1.0.jar,No,0,3576,16295,9
penguin.Joker_.611wr.jar,Yes,1084,5791,24211,4
oog.PricklyPear_1.0.jar,No,0,4961,21001,4
aaa.SimpleBot_0.022d.jar,No,0,6595,52723,14
exauge.GateKeeper_1.1.116g.jar,No,0,238,2002,1
mz.MicroSheep_1.0.jar,Yes,220,1146,7630,3
xander.cat.Fiona_1.4.jar,No,0,40749,366344,140
pa3k.Viper_4.02.jar,No,0,30246,187629,64
techdude.Carruthers_1.2.4.jar,No,0,15119,136472,71
bons.NanoStalker_1.2.jar,Yes,93,200,1390,1
positive.Portia_1.17.jar,No,0,41889,113355,76
agd.Mooserwirt2_2.7.jar,No,0,32568,228557,83
ags.muse.GlacialHawk_1.0.jar,No,0,11322,84143,34
cx.nano.Smog_1.5.jar,Yes,66,242,1888,1
jk.mega.DrussGT_1.6.1.jar,Yes,4693,31483,106687,27
abc.tron3.Shadow_3.66b.jar,No,0,29868,74820,24
zyx.nano.Ant_1.1.jar,Yes,51,249,2112,1
voidious.Diamond_1.44.jar,Yes,7772,35059,206039,55
lucasslf.HariSeldon_0.2.jar,No,0,15352,117752,50
xander.cat.XanderCat_10.7.1.jar,Yes,13413,47282,435824,170
apc.Colossus2_0.12.jar,No,0,2577,10906,1
pedersen.ImWithStupidTeam_1.3.jar,No,0,37304,362585,0
awesomeness.Elite_1.0.jar,Yes,110,240,2220,1
kawigi.spare.SpareParts_0.7.6nosnd.jar,Yes,3278,16878,95043,45
com.yarhoslav.YaroBot_1.0.jar,No,0,2910,18753,8
cb.mega.Firestarter_1.13f.jar,No,0,17067,49915,24
evd.X1_0.01.jar,No,0,319,3009,1
divineomega.DivineBot_1.4.3.jar,No,0,5128,27005,4
ar.horizon.Horizon_1.1.1.jar,Yes,2533,9180,78920,28
nat.nano.Ocnirp_0.2.jar,Yes,39,248,2095,1
voidious.mini.Komarious_1.66.jar,Yes,355,1465,7998,2
jk.melee.Neuromancer_0.1.jar,Yes,2547,14669,67325,21
voidious.mini.Komarious_1.77.jar,Yes,335,1446,7823,2
gh.micro.GrubbmThree_0.9x.jar,Yes,164,747,4540,1
xander.cat.XanderCat_11.0.jar,Yes,14201,49685,453964,175
pa3k.Viper_3.02.jar,No,0,15986,93577,29
dsekercioglu.Rechner_1.14.jar,No,0,14321,97176,34
benhorner.PureAggression_0.2.6.jar,No,0,6964,64215,22
positive.Portia_1.1.jar,No,0,36747,98984,64
cs.Kitsune_1.0.4.jar,No,0,23557,82437,37
jk.Machete_0.2.jar,Yes,53,213,1958,1
cli.PerfectLoser_1.0.jar,No,0,13,374,1
voidious.Dookious_1.541.jar,Yes,4950,20280,145161,64
dsekercioglu.neural.Oculus_1.4.1.jar,No,0,11896,81888,27
jk.mega.DrussGT_1.8.6.jar,Yes,4959,33160,110836,27
chase.koho.ProtoDruss_1.2.jar,Yes,1618,8187,50440,21
com.blogspot.malinkody.DestrobotMalin_1.0.jar,No,0,2014,8356,1
stelo.Randomness_1.0.jar,Yes,191,1023,6007,1
jk.mega.DrussGT_2.4.11.jar,Yes,6457,46021,140123,31
xander.cat.XanderCat_12.9.jar,No,0,58783,546048,205
dmh.robocode.robot.RedDwarf_0.1.jar,No,0,245,2018,1
synapse.Geomancy_1.jar,No,0,9501,54819,19
voidious.Diamond_1.372.jar,Yes,6882,30847,179889,47
gh.GresSuffurd_0.3.5.jar,Yes,2285,11844,48526,5
tkt.Redshift_1.1.CS.0.jar,No,0,1260,8935,2
cs.ExclusionNano_1.1.jar,Yes,57,248,2236,1
tjk.deBroglie_rev0063.jar,Yes,5692,22257,126420,36
voidious.Diamond_1.21.jar,Yes,5388,23721,130867,28
sheldor.nano.Sabreur_1.1.jar,Yes,101,245,2223,1
mld.LittleBlackBook_1.65.jar,Yes,2405,248,131491,1
wcsv.Stampede_1.3.3.jar,No,0,5286,24679,6
dummy.mini.Scimitar_1.01.jar,Yes,288,1348,7208,3
voidious.Dookious_1.02.jar,Yes,7221,30657,154224,28
ds.Versatile_RB1.0b7.jar,No,0,15936,142617,74
lxx.Tomcat_3.68.jar,No,0,43047,375491,156
jcw.ArcherOne_1.0.jar,Yes,94,192,1346,1
voidious.Diamond_1.171.jar,Yes,5233,22864,127907,28
jk.mega.DrussGT_0.7.11.jar,Yes,2814,14439,65993,19
jk.melee.Neuromancer_4.6.jar,Yes,3597,20527,69693,25
wompi.Wallaby_4.0.jar,Yes,568,741,5314,2
bvh.fnr.Fenrir_0.35.jar,No,0,6923,25302,6
kc.serpent.WaveSerpent_2.1.jar,Yes,3855,30389,112648,25
EH.Fusion_0.3.jar,Yes,155,620,3833,1
stelo.MyAgileRobot_0.2.jar,Yes,141,298,2228,1
lxx.Tomcat_3.51.jar,No,0,44146,396622,168
ary.FourWD_1.3d.jar,No,0,4533,25425,10
rsalesc.roborio.Roborio_1.1.4.jar,No,0,29606,147690,114
wiki.BasicGFSurfer_1.01.jar,Yes,437,1931,13260,4
stelo.SteloTestNano_1.0.jar,Yes,148,245,1974,1
voidious.twin.LuminariousDuo_1.12.jar,Yes,425,1998,11263,5
jcs.Seth_1.8.jar,No,0,5876,35801,13
gre.svman4.Morfeas_1.5.jar,No,0,7515,60723,24
aw.Gilgalad_1.87.jar,Yes,12884,52487,244118,47
sp.Minis.Survival_1.5.jar,No,0,2305,6933,1
jk.melee.Neuromancer_1.8.jar,Yes,2992,17270,61034,23
gh.GresSuffurd_0.3.16.jar,Yes,2392,12397,51785,5
omens.CannonfodderNano_1.0.jar,No,0,209,2064,1
ethdsy.Malacka_2.4.jar,No,0,5805,29486,18
drm.Magazine_0.39.jar,No,0,18966,91333,18
blir.mini.oops.Splooshlu_1.4.jar,Yes,230,1288,7235,1
synapse.Geomancy_13.jar,No,0,11556,67724,22
hlavko.micro.Flex_1.4.jar,Yes,244,749,4611,1
kurios.DOSexe_.9a.jar,Yes,56,201,1988,1
tjk.deBroglie_rev0060.jar,Yes,5725,22609,129695,37
jk.mega.DrussGT_1.9.7.jar,Yes,5118,33325,111513,27
voidious.Dookious_0.962.jar,Yes,7065,30288,149919,28
mn.nano.perceptual.ImpactTwins_1.3.0.jar,No,0,213,1969,0
jk.mega.DrussGT_2.8.9.jar,Yes,7243,53059,135873,37
rsalesc.mega.Knight_0.4.2c.jar,No,0,38145,201008,168
robar.nano.Assertive_Melee_0.2.jar,No,0,248,2099,1
xyzdev.SimpleJack_1.1.1.jar,No,0,4413,31091,13
eem.EvBot_v4.4.0.jar,No,0,20387,102312,27
voidious.Robot001_1.0.jar,No,0,50776,421631,110
nova.Snow_1.0.jar,No,0,486,5165,1
darkcanuck.Holden_1.00.jar,No,0,27590,98776,52
bayen.UbaRamLT_1.0.jar,Yes,74,525,2415,1
jk.mega.DrussGT_1.3.10yew.jar,Yes,4677,31356,110819,30
divineomega.DivineBot_1.5.1.jar,No,0,6484,36758,11
jk.mega.DrussGT_0.3.13.jar,Yes,1460,7749,24773,6
asd.AntiSwap_1.0.jar,Yes,494,2798,12129,4
cf.proto.Shiva_2.2.jar,No,0,3674,14480,4
sigterm.Sigterm_1.0.jar,No,0,11797,50996,24
aw.Gilgalad_1.90.jar,Yes,13315,53786,251862,50
mahrgell.mahrram_1.1.jar,No,0,562,5274,3
dft.Guppy_1.0.jar,No,0,248,2025,1
cs.Nene_MC60k7.jar,Yes,4017,17746,96965,30
voidious.mini.Komarious_1.87.jar,Yes,347,1461,8301,2
lxx.ConceptA_0.4.jar,No,0,11337,100084,64
amk.ShizzleStiX.ShizzleStiX_0.6.jar,Yes,696,2930,23842,8
positive.Portia_1.25g.jar,No,0,47837,135558,96
jk.mega.DrussGT_2.8.6.jar,Yes,7290,52637,130587,34
dmh.robocode.robot.BlackDeath_8.8.jar,No,0,26023,224710,73
voidious.test.DookiFly_0.66b.jar,Yes,7467,26565,152005,33
dggp.haiku.gpBot_0_0.1.jar,Yes,19,102,849,1
eem.EvBotNG_v0.1.jar,No,0,16348,108202,46
aw.Gilgalad_1.89.jar,Yes,13006,52751,248029,50
xander.cat.XanderCat_11.4.jar,Yes,13883,49541,446691,169
jk.mega.DrussGT_1.0.1.jar,Yes,2878,16405,65773,17
voidious.Dookious_0.70.jar,Yes,7452,27548,138134,29
voidious.Dookious_1.573b.jar,Yes,5599,23938,175246,84
rus.vv.Dzhigit_1.1.jar,No,0,240,1472,1
discan.mini.Exode_0.1.jar,No,0,1372,4992,1
jk.mega.DrussGT_1.8.0.jar,Yes,4953,33025,110541,27
ar.horizon.Horizon_1.0beta8.jar,Yes,1374,6666,48902,15
Gecko.ultimateGeckoBot_1.0.jar,No,0,1029,7789,3
pez.rumble.CassiusClay_2rho.02l.jar,Yes,2217,11326,82821,27
kc.serpent.WaveSerpent_2.11.jar,Yes,3859,30380,112807,25
kc.micro.Thorn_1.23.jar,Yes,132,746,5496,2
cf.star.Star2_1.23.jar,No,0,4124,16134,5
pedersen.Hubris_2.3.jar,No,0,40318,398736,172
voidious.micro.Jen_1.03.jar,Yes,190,739,4727,2
chase.na.Seraphim_0.052.jar,No,0,10813,58351,15
mn.CombatTeam_3.21.0.jar,No,0,27526,89692,0
nat.nano.Ocnirp_1.0.jar,Yes,130,236,3096,1
voidious.Diamond_1.12.jar,Yes,4826,21435,121149,28
voidious.mini.Komarious_1.62.jar,Yes,365,1493,8053,2
whind.StrengthBee_0.6.2.jar,Yes,1790,11001,57875,15
jk.sheldor.nano.Yatagan_1.1.6.jar,Yes,184,246,2797,1
mdouet.BotKicker_2.0.jar,No,0,1472,7701,2
ins.MobyNano_0.8.jar,Yes,109,249,2352,1
rsalesc.mega.Knight_0.1.1.jar,No,0,28520,147339,131
jk.mega.DrussGT_2.7.25.jar,Yes,7759,52359,134966,31
positive.Portia_1.16.jar,No,0,40705,110689,75
simonton.micro.Sprout_1.1.3.jar,Yes,368,714,14045,2
az.Ololobot_0.2.4.jar,No,0,8251,34010,11
cs.Mint_0.16.jar,No,0,17036,70603,32
voidious.Dookious_1.04.jar,Yes,7448,32643,161434,28
ags.Midboss_1p.jar,No,0,26490,208653,91
kc.melee.Logic_1.1.jar,Yes,720,5888,31647,9
rz.GlowBlow_2.31.jar,No,0,749,4108,1
throxbot.ThroxBot_0.1.jar,No,0,3689,22150,5
gh.GresSuffurd_0.3.24.jar,Yes,2501,12919,53426,5
voidious.team.Codious_0.1.jar,Yes,2497,11138,66121,25
axeBots.SilverSurfer_2.06.jar,Yes,16114,40307,232236,42
EH.mini.Panther_0.2.jar,No,0,1482,9372,2
voidious.Diamond_1.7.9.jar,Yes,10508,49052,371031,101
davv.DOne_b002.jar,Yes,73,79,928,1
zyx.micro.Ant_1.1.jar,Yes,174,745,4920,2
cb.mega.Remedy_0.6c.jar,No,0,24000,92005,39
dsw.StaticD_1.0.jar,No,0,310,1992,1
simonton.micro.GFMicro_1.0.jar,Yes,300,749,8515,2
gh.GresSuffurd_0.2.23.jar,Yes,1977,9480,40409,5
pez.micro.Aristocles_0.3.7.jar,Yes,159,749,6060,2
lrem.micro.FalseProphet_Alpha.jar,No,0,693,3121,1
hs.SimpleHBot_1.3.jar,No,0,504,2528,1
kid.team.OmegaSquad_.0.2.jar,Yes,8287,24409,212733,58
pez.rumble.CassiusClay_2rho.02e.jar,Yes,2195,11759,86042,28
eem.EvBotNG_v12.8.jar,Yes,11320,52321,284677,82
radnor.DoctorBob_1.42.jar,No,0,237,1724,1
darkcanuck.Leon_1.01.jar,No,0,19755,67202,37
jk.micro.Toorkild_0.4.0.jar,Yes,232,733,3743,1
jk.Waylander_0.3.2.jar,Yes,203,723,3520,1
eem.EvBotNG_v4.4.jar,Yes,7662,32831,199522,62
mae.Mae1_1.0.jar,Yes,57,58,957,1
ary.Swarm_1.0.jar,No,0,6168,22366,4
pkdeken.Paladin_1.0.jar,Yes,164,1026,6473,3
lxx.Tomcat_3.67c.jar,No,0,43036,374984,156
ultra.Defender_1.2.jar,No,0,9482,74025,22
voidious.Dookious_1.10.jar,Yes,7462,33162,162444,28
eem.EvBot_v1.4.jar,No,0,6004,19315,3
abc.Shadow_3.77y.jar,No,0,29831,85292,33
dsekercioglu.neural.Oculus_1.3.4.jar,No,0,11035,78356,26
rsalesc.melee.Medina_0.1b.jar,No,0,43090,234675,203
voidious.micro.Jen_1.084.jar,Yes,185,735,4611,2
sadoner.killer_0.2.jar,No,0,1943,8883,2
mn.Combat_3.22.1.jar,No,0,27494,90072,56
pez.rumble.CassiusClay_2rho.02ml.jar,Yes,2298,12780,88570,29
nat.BlackHole_0.1.03.jar,Yes,2096,8710,61673,21
mjhjd.MattHussey1_1.1.jar,No,0,52,1119,1
tjk.AFlatNatural_1.0.jar,Yes,1188,5258,21495,3
aaa.SimpleBot_0.024.jar,No,0,9944,73087,20
rsalesc.melee.Monk_0.3.4h.jar,No,0,34280,174927,156
bts.mega.Gnarly_1.4.jar,No,0,4719,21498,6
jk.micro.Toorkild_0.2.4.jar,Yes,212,749,3714,1
Gecko.geckoMicroBot_1.1.jar,No,0,583,4943,2
mn.Combat_3.25.0.jar,No,0,27717,99822,56
tjk.deBroglie_rev0058.jar,Yes,5602,22445,128196,36
xander.cat.XanderCat_12.5.jar,Yes,16240,57364,525060,195
jk.mega.DrussGT_1.0.12.jar,Yes,2949,16479,66042,17
voidious.Dookious_1.132W.jar,Yes,7497,33597,167094,28
sanyi.mikrobi.Roberto_1.0.jar,No,0,3138,15310,4
lucasslf.Dodger_1.0.jar,No,0,4408,31609,9
mn.Combat_2.3.1.jar,No,0,13925,53550,39
voidious.Lukious_1.321.jar,Yes,6340,25351,182452,53
sp.Megas.Trident_2.6.jar,No,0,7929,41119,7
xander.cat.XanderCat_11.2.jar,Yes,14180,49669,453770,175
jk.melee.Neuromancer_5.3.jar,Yes,3609,21930,87352,29
lxx.Tomcat_3.53c.jar,No,0,43864,396974,168
pez.mini.Pugilist_2.4.18.jar,Yes,318,1498,10903,3
voidious.Diamond_1.6.12.jar,Yes,9062,39395,260800,72
mn.nano.perceptual.Impact_1.3.0.jar,No,0,213,1969,1
sample.VelociRobot_1.0.jar,Yes,64,102,1156,1
bots.UberBot_1.1.jar,Yes,62,206,2158,1
gf.Centaur.Centaur_0.6.7.jar,No,0,15600,128031,48
ds.Versatile_RB1.0b.jar,No,0,15009,138119,73
voidious.mini.Komarious_1.26b.jar,Yes,361,1490,10903,4
mn.CombatTeam_3.18.1.jar,No,0,27820,89944,0
nz.jdc.nano.NeophytePRAL_1.4.jar,No,0,249,2523,1
jk.mega.DrussGT_1.2.6.jar,Yes,4047,28950,83077,25
eem.EvBotNG_v12.7.jar,Yes,11294,52219,284380,82
deewiant.Anomaly_0.1.jar,Yes,503,2800,21292,9
voidious.Diamond_1.402.jar,Yes,7110,31923,185422,47
jk.melee.Neuromancer_0.6.jar,Yes,2851,16119,74109,23
sheldor.nano.Sabreur_1.0.jar,Yes,100,245,2350,1
synapse.Watermelon_6.jar,No,0,9019,55289,21
nz.jdc.nano.PralDeGuerre_1.2.jar,No,0,248,68644,1
pa3k.Viper_4.26.jar,No,0,34222,171600,74
ags.muse.GlacialHawk_1.8.jar,Yes,2528,11774,85081,34
Gecko.GeckoBot_1.0.jar,No,0,246,2334,1
cb.mega.Firestarter_1.13.jar,No,0,16578,48586,24
sp.Micros.WallAvoider_1.0.jar,Yes,121,646,3950,1
voidious.Dookious_1.21.jar,Yes,8152,35729,189583,47
voidious.Dookious_1.33.jar,Yes,4731,20079,140687,62
scheronimus.AntiRebel_1.0.jar,No,0,1721,11743,4
cb.mega.Firestarter_1.13g.jar,No,0,17067,49906,24
dsekercioglu.neural.Oculus_1.3.3.jar,No,0,11035,78356,26
voidious.mini.Komarious_1.486.jar,Yes,377,1498,9479,4
germ.TheMind_.2.jar,Yes,97,550,3206,1
positive.Portia_T1.0.jar,No,0,42896,120373,87
homerbots.h1_1.0.jar,Yes,375,2514,6335,1
cb.mega.Enigma_1.1.jar,No,0,12719,77573,26
cvt.Firsty_1.0.jar,Yes,70,189,1755,1
rsalesc.melee.Monk_0.3.4g.jar,No,0,34093,174221,156
voidious.Diamond_1.8.8.jar,Yes,11292,48458,403301,107
eem.IWillFireNoBullet_v1.3.jar,No,0,36041,230385,86
jk.mega.DrussGT_1.7.0.jar,Yes,4950,33013,110518,27
rsalesc.mega.Knight_0.6.0.jar,No,0,46710,250575,210
cb.mega.Firestarter_1.8d.jar,No,0,15323,45563,23
divineomega.DivineBot_1.4.4.jar,No,0,5971,31486,5
pa3k.Manta_1.10.jar,No,0,21319,132793,43
jk.mega.DrussGT_2.5.6.jar,Yes,6706,52247,148432,31
gh.micro.GrubbmThree_0.9orig.jar,Yes,152,674,4279,1
jk.micro.Toorkild_0.3.0.jar,Yes,210,726,3378,1
